0,32.8300811699245
0.1,32.8299479469607
0.2,32.829215484552
0.3,32.8274941100579
0.4,32.8244559297781
0.5,32.8198057849333
0.6,32.8132704053154
0.7,32.8045926980322
0.8,32.7935282516128
0.9,32.7798429935286
1,32.7633115212637
1.1,32.7437158589883
1.2,32.7208444992181
1.3,32.6944916440124
1.4,32.6644565909326
1.5,32.6305432271052
1.6,32.592559605985
1.7,32.5528667228101
1.8,32.5092976210167
1.9,32.4612795853377
2,32.4086284790216
2.1,32.3511625749278
2.2,32.2887024055925
2.3,32.2210706293014
2.4,32.1500802896369
2.5,32.0756548327839
2.6,31.9956729645315
2.7,31.9099575705697
2.8,31.8183328945472
2.9,31.7206244778822
3,31.61855272531
3.1,31.5128427377759
3.2,31.4006321254921
3.3,31.2817430669695
3.4,31.1559985726072
3.5,31.0232224557501
3.6,30.887842408694
3.7,30.7456023781194
3.8,30.5958672905133
3.9,30.4384550754533
4,30.2731841411385
4.1,30.1039022771383
4.2,29.9277335764746
4.3,29.7431927458445
4.4,29.5500905265504
4.5,29.3482378798762
4.6,29.1420061585733
4.7,28.9275816149379
4.8,28.7038357022098
4.9,28.4705700933868
5,28.2279479572299
5.1,27.9805967485143
5.2,27.7231004775714
5.3,27.4552501743796
5.4,27.1768366678636
5.5,26.88994826018
5.6,26.5952738799495
5.7,26.289339433676
5.8,25.9719235462251
5.9,25.6428044537072
6,25.3063509495406
6.1,24.9584763052299
6.2,24.5981219092266
6.3,24.2250522011576
6.4,23.8408243588157
6.5,23.4467660402434
6.6,23.0391421403413
6.7,22.6177018358502
6.8,22.1821935422378
6.9,21.7366651964979
7,21.2770126551074
7.1,20.8023456199073
7.2,20.3123955001294
7.3,19.8088623903792
7.4,19.291958644311
7.5,18.7587367665551
7.6,18.2089095105752
7.7,17.6421884784949
7.8,17.0622791004097
7.9,16.4646645044347
8,15.8490058027721
8.1,15.3716172775858
8.2,15.3249338451999
8.3,15.2771269520449
8.4,15.2281835863523
8.5,15.1780907441897
8.6,15.1268354293633
8.7,15.0744046533225
8.8,15.0207854350661
8.9,14.9670897918582
9,14.9124949386109
9.1,14.8566732857816
9.2,14.7996112022639
9.3,14.7412950569513
9.4,14.6817112187374
9.5,14.6208460565157
9.6,14.5586859391797
9.7,14.495217235623
9.8,14.431118035056
9.9,14.3664464724397
10,14.3004217905601
10.1,14.2330296345521
10.2,14.1642556423707
10.3,14.0940854448595
10.4,14.022504665816
10.5,13.9494989220573
10.6,13.8750538234837
10.7,13.7997260102279
10.8,13.7238065816763
10.9,13.6463964975607
11,13.5674805682902
11.1,13.4870435903316
11.2,13.405070346324
11.3,13.3215456051903
11.4,13.2364541222481
11.5,13.1497806393176
11.6,13.062187052498
11.7,12.9737197280805
11.8,12.8836116948394
11.9,12.7918468158662
12,12.6984089337258
12.1,12.6032818706036
12.2,12.5064494284495
12.3,12.4078953891203
12.4,12.3076035145198
12.5,12.206482588777
12.6,12.1040251250809
12.7,11.99976301443
12.8,11.8936790561346
12.9,11.7857560223956
13,11.6759766584739
13.1,11.5643236828577
13.2,11.4507797874271
13.3,11.3353276376173
13.4,11.2191806899609
13.5,11.1011343941166
13.6,10.9811041755105
13.7,10.8590716475516
13.8,10.7350183898188
13.9,10.6089259482457
14,10.4807758353038
14.1,10.3505495301833
14.2,10.2185527392495
14.3,10.0853076860519
14.4,9.94990220575102
14.5,9.81231663758014
14.6,9.67253127976958
14.7,9.60162311607191
14.8,9.57338341149175
14.9,9.54474982733156
15,9.51571956870544
15.1,9.48628983978944
15.2,9.4564578438275
15.3,9.42622078313729
15.4,9.39557585911608
15.5,9.36452027224633
15.6,9.33305122210147
15.7,9.30116590735137
15.8,9.26886152576791
15.9,9.23613527423036
16,9.20298434873079
16.1,9.16974484469192
16.2,9.13637574609771
16.3,9.10257126945447
16.4,9.06832845758263
16.5,9.03364435148784
16.6,8.99851599037086
16.7,8.96294041163752
16.8,8.92691465090836
16.9,8.8904357420283
17,8.85350071707615
17.1,8.81610660637401
17.2,8.77825043849658
17.3,8.73992924028036
17.4,8.70120605492466
17.5,8.66257390215405
17.6,8.62346419846685
17.7,8.58387380433113
17.8,8.54379957753802
17.9,8.50323837321464
18,8.46218704383678
18.1,8.42064243924149
18.2,8.37860140663961
18.3,8.33606079062803
18.4,8.29301743320194
18.5,8.24946817376695
18.6,8.20540984915097
18.7,8.16083929361618
18.8,8.11627251490078
18.9,8.07126982426783
19,8.02574023236558
19.1,7.9796803920247
19.2,7.93308695255063
19.3,7.88595655973839
19.4,7.83828585588715
19.5,7.79007147981481
19.6,7.7413100668723
19.7,7.69199824895782
19.8,7.64213265453098
19.9,7.59170990862672
20,7.54072663286919
20.1,7.48959523091026
20.2,7.43804961999931
20.3,7.38592665322424
20.4,7.3332227556339
20.5,7.27993434787172
20.6,7.22605784619197
20.7,7.17158966247578
20.8,7.11652620424711
20.9,7.06086387468853
21,7.0045990726569
21.1,6.95319441007988
21.2,6.93456827689339
21.3,6.91576115889588
21.4,6.89697987904058
21.5,6.87816995378892
21.6,6.85917540353006
21.7,6.8399952834519
21.8,6.82062864830484
21.9,6.80107455240357
22,6.78133204962888
22.1,6.76140019342945
22.2,6.74127803682359
22.3,6.72096463240103
22.4,6.70045903232462
22.5,6.6797602883321
22.6,6.65886745173776
22.7,6.63777957343415
22.8,6.6164957038938
22.9,6.59501489317081
23,6.57333619090257
23.1,6.55145864631136
23.2,6.52963719411774
23.3,6.50771353004657
23.4,6.48558662988249
23.5,6.46325549020686
23.6,6.44071910695765
23.7,6.41797647543168
23.8,6.39502659028702
23.9,6.37186844554523
24,6.34850103459364
24.1,6.32492335018763
24.2,6.30113438445284
24.3,6.27713312888741
24.4,6.25291857436417
24.5,6.22848971113284
24.6,6.2038455288222
24.7,6.17898501644225
24.8,6.15390716238632
24.9,6.12864485323422
25,6.10347206970997
25.1,6.07807678819473
25.2,6.05245794027197
25.3,6.0266144566735
25.4,6.00054526728214
25.5,5.97424930113445
25.6,5.94772548642337
25.7,5.92097275050087
25.8,5.89399001988059
25.9,5.86677622024043
26,5.83933027642517
26.1,5.81165111244903
26.2,5.78373765149821
26.3,5.75558881593346
26.4,5.72720352729259
26.5,5.69858070629295
26.6,5.66971927283398
26.7,5.64082387884279
26.8,5.61180495313963
26.9,5.58254137290275
27,5.5530319964885
27.1,5.52327568119174
27.2,5.49327128324876
27.3,5.46301765784024
27.4,5.44984529685332
27.5,5.43687077280851
27.6,5.4237967913278
27.7,5.41062295450925
27.8,5.39734886430678
27.9,5.38397412253055
28,5.37049833084747
28.1,5.35692109078166
28.2,5.34324200371488
28.3,5.32946067088703
28.4,5.31557669339657
28.5,5.30158967220098
28.6,5.28749920811721
28.7,5.27330490182211
28.8,5.25916658059139
28.9,5.24499331576794
29,5.23071421653022
29.1,5.21632886162878
29.2,5.20183682959621
29.3,5.18723769874779
29.4,5.17253104718214
29.5,5.15771645278181
29.6,5.14279349321395
29.7,5.12776174593091
29.8,5.11262078817082
29.9,5.09737019695829
30,5.08200954910493
30.1,5.06653842121002
30.2,5.05095638966107
30.3,5.03526303063443
30.4,5.01945792009591
30.5,5.00354063380134
30.6,4.98751074729715
30.7,4.97136783592098
30.8,4.95511147480228
30.9,4.9387412388628
31,4.92243597050184
31.1,4.90605822995875
31.2,4.88956422329052
31.3,4.8729535017379
31.4,4.8562256162539
31.5,4.83938011750449
31.6,4.82241655586935
31.7,4.80533448144259
31.8,4.78813344403348
31.9,4.77081299316719
32,4.75337267808544
32.1,4.73581204774729
32.2,4.71813065082981
32.3,4.70032803572875
32.4,4.6824037505593
32.5,4.66435734315676
32.6,4.64618836107722
32.7,4.62789635159825
32.8,4.6094808617196
32.9,4.59094143816388
33,4.57227762737719
33.1,4.55351196150713
33.2,4.53480845636543
33.3,4.51597776507498
33.4,4.49701940859227
33.5,4.47793290751404
33.6,4.45871778207805
33.7,4.4393735521639
33.8,4.41989973729382
33.9,4.40029585663346
34,4.3805614289927
34.1,4.36069597282643
34.2,4.34069900623534
34.3,4.32057004696667
34.4,4.30030861241501
34.5,4.27991421962309
34.6,4.2593863852825
34.7,4.23872462573449
34.8,4.21792845697072
34.9,4.19699739463401
35,4.1759309540191
35.1,4.15472865007338
35.2,4.13338999739769
35.3,4.11201611671326
35.4,4.09059721944511
35.5,4.06903870681634
35.6,4.04734006589826
35.7,4.02550078332856
35.8,4.00352034531212
35.9,3.98139823762188
36,3.95913394559969
36.1,3.93672695415711
36.2,3.91417674777633
36.3,3.89148281051093
36.4,3.86864462598671
36.5,3.84566167740258
36.6,3.8225334475313
36.7,3.79925941872035
36.8,3.77583907289275
36.9,3.75227189154782
37,3.72855735576203
37.1,3.70469494618979
37.2,3.68068414306424
37.3,3.65652442619806
37.4,3.63221527498425
37.5,3.60792465922489
37.6,3.5834878138467
37.7,3.55889775993857
37.8,3.53415394716104
37.9,3.50925582466348
38,3.48420284108497
38.1,3.45899444455519
38.2,3.43363008269529
38.3,3.40810920261873
38.4,3.38243125093218
38.5,3.35659567373638
38.6,3.33060191662695
38.7,3.30444942469529
38.8,3.27813764252943
38.9,3.25166601421485
39,3.22503398333533
39.1,3.1982409929738
39.2,3.17128648571316
39.3,3.14416990363712
39.4,3.11689068833103
39.5,3.08944828088271
39.6,3.06189723026851
39.7,3.03427602195815
39.8,3.00648732834365
39.9,2.97853055849958
40,2.95040512090632
40.1,2.92211042345096
40.2,2.89364587342816
40.3,2.86501087754108
40.4,2.83620484190223
40.5,2.80722717203436
40.6,2.77807727287133
40.7,2.748754548759
40.8,2.71925840345608
40.9,2.68958824013502
41,2.65974346138283
41.1,2.62972346920199
41.2,2.59952766501128
41.3,2.56915544964662
41.4,2.53860622336194
41.5,2.50787938583004
41.6,2.47697433614337
41.7,2.44589047281496
41.8,2.41470607714223
41.9,2.38338124713839
42,2.35187271634403
42.1,2.32017984869945
42.2,2.28830200746312
42.3,2.25623855521253
42.4,2.22398885384509
42.5,2.19155226457903
42.6,2.15892814795423
42.7,2.12611586383319
42.8,2.0931147714018
42.9,2.05992422917029
43,2.02654359497408
43.1,1.99297222597459
43.2,1.9592094786602
43.3,1.92525470884703
43.4,1.89110727167983
43.5,1.85676652163285
43.6,1.82223181251062
43.7,1.7875024974489
43.8,1.75257792891542
43.9,1.71745745871082
44,1.68220456656135
44.1,1.64677267143908
44.2,1.61113934486513
44.3,1.57530390131053
44.4,1.53926565447042
44.5,1.50302391726487
44.6,1.46657800183977
44.7,1.42992721956772
44.8,1.39307088104887
44.9,1.3560082961118
45,1.31873877381439
45.1,1.28126162244465
45.2,1.2435761495216
45.3,1.20568166179612
45.4,1.16757746525179
45.5,1.12926286510576
45.6,1.09073716580955
45.7,1.05199967104995
45.8,1.0130496837498
45.9,0.973886506068891
46,0.934509439404719
46.1,0.894917784393401
46.2,0.855136457434631
46.3,0.815154219742814
46.4,0.774951170039889
46.5,0.734526568667782
46.6,0.693879675091147
46.7,0.653009747898207
46.8,0.611916044801624
46.9,0.570597822639318
47,0.529054337375336
47.1,0.487284844100652
47.2,0.445288597034047
47.3,0.403064849522921
47.4,0.360612854044114
47.5,0.317931862204762
47.6,0.275021124743092
47.7,0.231879891529274
47.8,0.188507411566229
47.9,0.144902932990436
48,0.101065703072784
48.1,0.0569949682193303
48.2,0.0126899739721639

